2025-12-14 15:00:00	65244114131
2025-12-14 16:00:00	65244597913
2025-12-14 17:00:00	64428488390
2025-12-14 18:00:00	67178948750
2025-12-14 19:00:00	69929409111
2025-12-14 20:00:00	67217011970
2025-12-14 21:00:00	65351463821
2025-12-14 22:00:00	62619279592
2025-12-14 23:00:00	59887095363
2025-12-15 00:00:00	57154911135
2025-12-15 01:00:00	54422726906
2025-12-15 02:00:00	51690542678
2025-12-15 03:00:00	51315798957
2025-12-15 04:00:00	51124345488
2025-12-15 05:00:00	51086286569
2025-12-15 06:00:00	51067257109
2025-12-15 07:00:00	51048227649
2025-12-15 08:00:00	50408589645
2025-12-15 09:00:00	49760778050
2025-12-15 10:00:00	48831210963
2025-12-15 11:00:00	48213645585
2025-12-15 12:00:00	47681450081
2025-12-15 13:00:00	46505591396
2025-12-15 14:00:00	44324773239
